Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Haiti","Production","Papayas","2022","t","28603.39"
"Crops and livestock products","Haiti","Production","Pigeon peas, dry","2022","t","6088.92"
"Crops and livestock products","Haiti","Production","Pineapples","2022","t","7192.21"
"Crops and livestock products","Haiti","Production","Plantains and cooking bananas","2022","t","247177.66"
"Crops and livestock products","Haiti","Production","Pomelos and grapefruits","2022","t","42834.86"
"Crops and livestock products","Haiti","Production","Potatoes","2022","t","35039.75"
"Crops and livestock products","Haiti","Production","Pumpkins, squash and gourds","2022","t","640.49"
"Crops and livestock products","Haiti","Production","Raw hides and skins of cattle","2022","t","7859.82"
"Crops and livestock products","Haiti","Production","Raw hides and skins of goats or kids","2022","t","607.82"
"Crops and livestock products","Haiti","Production","Raw hides and skins of sheep or lambs","2022","t","399.69"
"Crops and livestock products","Haiti","Production","Raw milk of cattle","2022","t","50022.15"
"Crops and livestock products","Haiti","Production","Raw milk of goats","2022","t","52854.88"
"Crops and livestock products","Haiti","Production","Rice","2022","t","140000"
"Crops and livestock products","Haiti","Production","Seed cotton, unginned","2022","t","968.89"
"Crops and livestock products","Haiti","Production","Sesame seed","2022","t","4209.7"
"Crops and livestock products","Haiti","Production","Sheep fat, unrendered","2022","t","61.77"
"Crops and livestock products","Haiti","Production","Sisal, raw","2022","t","11730.26"
"Crops and livestock products","Haiti","Production","Sorghum","2022","t","15000"
"Crops and livestock products","Haiti","Production","Spinach","2022","t","1016.47"
"Crops and livestock products","Haiti","Production","Sugar cane","2022","t","1458363.95"
"Crops and livestock products","Haiti","Production","Sweet potatoes","2022","t","111662"
"Crops and livestock products","Haiti","Production","Tangerines, mandarins, clementines","2022","t","19954.76"
"Crops and livestock products","Haiti","Production","Tomatoes","2022","t","2358.57"
"Crops and livestock products","Haiti","Production","Unmanufactured tobacco","2022","t","558.22"
"Crops and livestock products","Haiti","Production","Yams","2022","t","24046.04"
"Crops and livestock products","Honduras","Production","Apples","2022","t","191.24"
"Crops and livestock products","Honduras","Production","Avocados","2022","t","2198.65"
"Crops and livestock products","Honduras","Production","Bananas","2022","t","559262.55"
"Crops and livestock products","Honduras","Production","Beans, dry","2022","t","130906.86"
"Crops and livestock products","Honduras","Production","Beeswax","2022","t","10.75"
"Crops and livestock products","Honduras","Production","Cabbages","2022","t","85640.75"
"Crops and livestock products","Honduras","Production","Cantaloupes and other melons","2022","t","309830.33"
"Crops and livestock products","Honduras","Production","Carrots and turnips","2022","t","4707.02"
"Crops and livestock products","Honduras","Production","Cashew nuts, in shell","2022","t","2138.62"
"Crops and livestock products","Honduras","Production","Cassava, fresh","2022","t","26268.21"
"Crops and livestock products","Honduras","Production","Cattle fat, unrendered","2022","t","2366.04"
"Crops and livestock products","Honduras","Production","Cauliflowers and broccoli","2022","t","1048.1"
"Crops and livestock products","Honduras","Production","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","t","34406.37"
"Crops and livestock products","Honduras","Production","Cocoa beans","2022","t","1000"
"Crops and livestock products","Honduras","Production","Coconuts, in shell","2022","t","13409.46"
"Crops and livestock products","Honduras","Production","Coffee, green","2022","t","315490.07"
"Crops and livestock products","Honduras","Production","Cucumbers and gherkins","2022","t","44313.65"
"Crops and livestock products","Honduras","Production","Edible offal of cattle, fresh, chilled or frozen","2022","t","7720.75"
"Crops and livestock products","Honduras","Production","Edible offal of goat, fresh, chilled or frozen","2022","t","30.73"
"Crops and livestock products","Honduras","Production","Edible offal of pigs, fresh, chilled or frozen","2022","t","546.53"
"Crops and livestock products","Honduras","Production","Edible offal of sheep, fresh, chilled or frozen","2022","t","20.38"
"Crops and livestock products","Honduras","Production","Edible offals of horses and other equines,  fresh, chilled or frozen","2022","t","120.3"
"Crops and livestock products","Honduras","Production","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2022","t","5774.26"
"Crops and livestock products","Honduras","Production","Eggplants (aubergines)","2022","t","18962.53"
"Crops and livestock products","Honduras","Production","Fat of pigs","2022","t","695.59"
"Crops and livestock products","Honduras","Production","Goat fat, unrendered","2022","t","5.22"
"Crops and livestock products","Honduras","Production","Grapes","2022","t","186.39"
"Crops and livestock products","Honduras","Production","Green garlic","2022","t","192.13"
"Crops and livestock products","Honduras","Production","Groundnuts, excluding shelled","2022","t","81.73"
"Crops and livestock products","Honduras","Production","Hen eggs in shell, fresh","2022","t","51600"
"Crops and livestock products","Honduras","Production","Hen eggs in shell, fresh","2022","1000 No","889655"
"Crops and livestock products","Honduras","Production","Horse meat, fresh or chilled","2022","t","501.25"
"Crops and livestock products","Honduras","Production","Lemons and limes","2022","t","30998.87"
"Crops and livestock products","Honduras","Production","Lettuce and chicory","2022","t","1914.99"
"Crops and livestock products","Honduras","Production","Maize (corn)","2022","t","683723.55"
"Crops and livestock products","Honduras","Production","Mangoes, guavas and mangosteens","2022","t","635.16"
"Crops and livestock products","Honduras","Production","Meat of cattle with the bone, fresh or chilled","2022","t","66000"
"Crops and livestock products","Honduras","Production","Meat of chickens, fresh or chilled","2022","t","257902.82"
"Crops and livestock products","Honduras","Production","Meat of goat, fresh or chilled","2022","t","153.63"
"Crops and livestock products","Honduras","Production","Meat of pig with the bone, fresh or chilled","2022","t","9191.68"
"Crops and livestock products","Honduras","Production","Meat of sheep, fresh or chilled","2022","t","101.91"
"Crops and livestock products","Honduras","Production","Natural honey","2022","t","86.69"
"Crops and livestock products","Honduras","Production","Nutmeg, mace, cardamoms, raw","2022","t","600.47"
"Crops and livestock products","Honduras","Production","Oil palm fruit","2022","t","2124081"
"Crops and livestock products","Honduras","Production","Onions and shallots, dry (excluding dehydrated)","2022","t","14898.46"
"Crops and livestock products","Honduras","Production","Oranges","2022","t","242722.64"
"Crops and livestock products","Honduras","Production","Other citrus fruit, n.e.c.","2022","t","892.82"
"Crops and livestock products","Honduras","Production","Other fruits, n.e.c.","2022","t","81121.89"
"Crops and livestock products","Honduras","Production","Other vegetables, fresh n.e.c.","2022","t","76738.47"
"Crops and livestock products","Honduras","Production","Papayas","2022","t","358.82"
"Crops and livestock products","Honduras","Production","Pepper (Piper spp.), raw","2022","t","724.47"
"Crops and livestock products","Honduras","Production","Pineapples","2022","t","102146.72"
"Crops and livestock products","Honduras","Production","Plantains and cooking bananas","2022","t","92649.28"
"Crops and livestock products","Honduras","Production","Pomelos and grapefruits","2022","t","24155.56"
"Crops and livestock products","Honduras","Production","Potatoes","2022","t","26804.49"
"Crops and livestock products","Honduras","Production","Pumpkins, squash and gourds","2022","t","24640.53"
"Crops and livestock products","Honduras","Production","Raw hides and skins of cattle","2022","t","10086.79"
"Crops and livestock products","Honduras","Production","Raw hides and skins of goats or kids","2022","t","25.5"
"Crops and livestock products","Honduras","Production","Raw hides and skins of sheep or lambs","2022","t","16.92"
"Crops and livestock products","Honduras","Production","Raw milk of cattle","2022","t","691734.13"
"Crops and livestock products","Honduras","Production","Rice","2022","t","51129.16"
"Crops and livestock products","Honduras","Production","Seed cotton, unginned","2022","t","3591.42"
"Crops and livestock products","Honduras","Production","Sesame seed","2022","t","1195.08"
"Crops and livestock products","Honduras","Production","Sheep fat, unrendered","2022","t","3.46"
"Crops and livestock products","Honduras","Production","Sorghum","2022","t","15000"
"Crops and livestock products","Honduras","Production","Soya beans","2022","t","1618.6"
"Crops and livestock products","Honduras","Production","Sugar cane","2022","t","5474553.49"
"Crops and livestock products","Honduras","Production","Sweet potatoes","2022","t","25341.83"
"Crops and livestock products","Honduras","Production","Taro","2022","t","7220.61"
"Crops and livestock products","Honduras","Production","Tomatoes","2022","t","74764.97"
"Crops and livestock products","Honduras","Production","Unmanufactured tobacco","2022","t","5849.22"
"Crops and livestock products","Honduras","Production","Watermelons","2022","t","67831.26"
"Crops and livestock products","Honduras","Production","Wheat","2022","t","1274.29"
"Crops and livestock products","Hungary","Production","Almonds, in shell","2022","t","410"
"Crops and livestock products","Hungary","Production","Apples","2022","t","350100"
"Crops and livestock products","Hungary","Production","Apricots","2022","t","24110"
"Crops and livestock products","Hungary","Production","Artichokes","2022","t","30"
"Crops and livestock products","Hungary","Production","Asparagus","2022","t","5050"
"Crops and livestock products","Hungary","Production","Avocados","2022","t","0"
"Crops and livestock products","Hungary","Production","Bananas","2022","t","0"
"Crops and livestock products","Hungary","Production","Barley","2022","t","1590740"
"Crops and livestock products","Hungary","Production","Blueberries","2022","t","60"
"Crops and livestock products","Hungary","Production","Broad beans and horse beans, dry","2022","t","280"
"Crops and livestock products","Hungary","Production","Cabbages","2022","t","52310"
"Crops and livestock products","Hungary","Production","Cantaloupes and other melons","2022","t","10830"
"Crops and livestock products","Hungary","Production","Carrots and turnips","2022","t","70620"
"Crops and livestock products","Hungary","Production","Cauliflowers and broccoli","2022","t","7610"
"Crops and livestock products","Hungary","Production","Cereals n.e.c.","2022","t","7880"
"Crops and livestock products","Hungary","Production","Cherries","2022","t","11610"
"Crops and livestock products","Hungary","Production","Chestnuts, in shell","2022","t","280"
"Crops and livestock products","Hungary","Production","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","t","84990"
"Crops and livestock products","Hungary","Production","Cucumbers and gherkins","2022","t","22940"
"Crops and livestock products","Hungary","Production","Currants","2022","t","2960"
"Crops and livestock products","Hungary","Production","Eggplants (aubergines)","2022","t","740"
"Crops and livestock products","Hungary","Production","Figs","2022","t","0"
"Crops and livestock products","Hungary","Production","Grapes","2022","t","414550"
"Crops and livestock products","Hungary","Production","Green garlic","2022","t","5480"
"Crops and livestock products","Hungary","Production","Hazelnuts, in shell","2022","t","270"
"Crops and livestock products","Hungary","Production","Hen eggs in shell, fresh","2022","1000 No","2429700"
"Crops and livestock products","Hungary","Production","Kiwi fruit","2022","t","0"
"Crops and livestock products","Hungary","Production","Leeks and other alliaceous vegetables","2022","t","1060"
"Crops and livestock products","Hungary","Production","Lemons and limes","2022","t","0"
"Crops and livestock products","Hungary","Production","Lettuce and chicory","2022","t","8880"
"Crops and livestock products","Hungary","Production","Linseed","2022","t","1250"
"Crops and livestock products","Hungary","Production","Lupins","2022","t","130"
"Crops and livestock products","Hungary","Production","Maize (corn)","2022","t","2765600"
"Crops and livestock products","Hungary","Production","Meat of cattle with the bone, fresh or chilled","2022","t","26900"
"Crops and livestock products","Hungary","Production","Meat of chickens, fresh or chilled","2022","t","348840"
"Crops and livestock products","Hungary","Production","Meat of ducks, fresh or chilled","2022","t","54500"
"Crops and livestock products","Hungary","Production","Meat of goat, fresh or chilled","2022","t","100"
"Crops and livestock products","Hungary","Production","Meat of pig with the bone, fresh or chilled","2022","t","441320"
"Crops and livestock products","Hungary","Production","Meat of sheep, fresh or chilled","2022","t","1230"
"Crops and livestock products","Hungary","Production","Meat of turkeys, fresh or chilled","2022","t","63910"
"Crops and livestock products","Hungary","Production","Mixed grain","2022","t","0"
"Crops and livestock products","Hungary","Production","Mushrooms and truffles","2022","t","51050"
"Crops and livestock products","Hungary","Production","Oats","2022","t","38390"
"Crops and livestock products","Hungary","Production","Olives","2022","t","0"
"Crops and livestock products","Hungary","Production","Onions and shallots, dry (excluding dehydrated)","2022","t","51410"
"Crops and livestock products","Hungary","Production","Oranges","2022","t","0"
"Crops and livestock products","Hungary","Production","Other beans, green","2022","t","9770"
"Crops and livestock products","Hungary","Production","Other berries and fruits of the genus vaccinium n.e.c.","2022","t","16340"
"Crops and livestock products","Hungary","Production","Other citrus fruit, n.e.c.","2022","t","0"
"Crops and livestock products","Hungary","Production","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2022","t","1280"
"Crops and livestock products","Hungary","Production","Other oil seeds, n.e.c.","2022","t","6890"
"Crops and livestock products","Hungary","Production","Other pome fruits","2022","t","3290"
"Crops and livestock products","Hungary","Production","Other pulses n.e.c.","2022","t","390"
"Crops and livestock products","Hungary","Production","Other stone fruits","2022","t","1030"
"Crops and livestock products","Hungary","Production","Other tropical fruits, n.e.c.","2022","t","0"
"Crops and livestock products","Hungary","Production","Other vegetables, fresh n.e.c.","2022","t","3590"
"Crops and livestock products","Hungary","Production","Peaches and nectarines","2022","t","22380"
"Crops and livestock products","Hungary","Production","Pears","2022","t","13860"
"Crops and livestock products","Hungary","Production","Peas, dry","2022","t","24360"
"Crops and livestock products","Hungary","Production","Peas, green","2022","t","82340"
"Crops and livestock products","Hungary","Production","Plums and sloes","2022","t","34970"
"Crops and livestock products","Hungary","Production","Pomelos and grapefruits","2022","t","0"
"Crops and livestock products","Hungary","Production","Potatoes","2022","t","199210"
"Crops and livestock products","Hungary","Production","Pumpkins, squash and gourds","2022","t","31740"
"Crops and livestock products","Hungary","Production","Rape or colza seed","2022","t","505050"
"Crops and livestock products","Hungary","Production","Raspberries","2022","t","580"
"Crops and livestock products","Hungary","Production","Raw milk of cattle","2022","t","2040340"
"Crops and livestock products","Hungary","Production","Raw milk of goats","2022","t","3060"
"Crops and livestock products","Hungary","Production","Raw milk of sheep","2022","t","1500"
"Crops and livestock products","Hungary","Production","Rice","2022","t","10150"
"Crops and livestock products","Hungary","Production","Rye","2022","t","59160"
"Crops and livestock products","Hungary","Production","Sorghum","2022","t","47550"
"Crops and livestock products","Hungary","Production","Sour cherries","2022","t","65860"
"Crops and livestock products","Hungary","Production","Soya beans","2022","t","134470"
"Crops and livestock products","Hungary","Production","Spinach","2022","t","12110"
"Crops and livestock products","Hungary","Production","Strawberries","2022","t","5080"
"Crops and livestock products","Hungary","Production","Sugar beet","2022","t","470220"
"Crops and livestock products","Hungary","Production","Sunflower seed","2022","t","1286200"
"Crops and livestock products","Hungary","Production","Tangerines, mandarins, clementines","2022","t","0"
"Crops and livestock products","Hungary","Production","Tomatoes","2022","t","137860"
"Crops and livestock products","Hungary","Production","Triticale","2022","t","186480"
"Crops and livestock products","Hungary","Production","Unmanufactured tobacco","2022","t","3680"
"Crops and livestock products","Hungary","Production","Walnuts, in shell","2022","t","6450"
"Crops and livestock products","Hungary","Production","Watermelons","2022","t","101360"
"Crops and livestock products","Hungary","Production","Wheat","2022","t","4354710"
"Crops and livestock products","Iceland","Production","Barley","2022","t","8900"
"Crops and livestock products","Iceland","Production","Cabbages","2022","t","410"
"Crops and livestock products","Iceland","Production","Carrots and turnips","2022","t","1625"
"Crops and livestock products","Iceland","Production","Cattle fat, unrendered","2022","t","222.66"
"Crops and livestock products","Iceland","Production","Cauliflowers and broccoli","2022","t","89"
"Crops and livestock products","Iceland","Production","Cucumbers and gherkins","2022","t","2086"
"Crops and livestock products","Iceland","Production","Edible offal of cattle, fresh, chilled or frozen","2022","t","758.69"
"Crops and livestock products","Iceland","Production","Edible offal of pigs, fresh, chilled or frozen","2022","t","419.01"
"Crops and livestock products","Iceland","Production","Edible offal of sheep, fresh, chilled or frozen","2022","t","1208.65"
"Crops and livestock products","Iceland","Production","Edible offals of horses and other equines,  fresh, chilled or frozen","2022","t","170.08"
"Crops and livestock products","Iceland","Production","Fat of pigs","2022","t","419.01"
"Crops and livestock products","Iceland","Production","Hen eggs in shell, fresh","2022","t","3950"
"Crops and livestock products","Iceland","Production","Hen eggs in shell, fresh","2022","1000 No","65833"
"Crops and livestock products","Iceland","Production","Horse meat, fresh or chilled","2022","t","951"
"Crops and livestock products","Iceland","Production","Meat of cattle with the bone, fresh or chilled","2022","t","4948"
"Crops and livestock products","Iceland","Production","Meat of chickens, fresh or chilled","2022","t","9167"
"Crops and livestock products","Iceland","Production","Meat of pig with the bone, fresh or chilled","2022","t","6369"
"Crops and livestock products","Iceland","Production","Meat of sheep, fresh or chilled","2022","t","8659"
"Crops and livestock products","Iceland","Production","Meat of turkeys, fresh or chilled","2022","t","334"
"Crops and livestock products","Iceland","Production","Mushrooms and truffles","2022","t","592"
"Crops and livestock products","Iceland","Production","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2022","t","3271.69"
"Crops and livestock products","Iceland","Production","Potatoes","2022","t","7200"
"Crops and livestock products","Iceland","Production","Raw hides and skins of cattle","2022","t","651.49"
"Crops and livestock products","Iceland","Production","Raw hides and skins of sheep or lambs","2022","t","1803.96"
"Crops and livestock products","Iceland","Production","Raw milk of cattle","2022","t","152405"
"Crops and livestock products","Iceland","Production","Sheep fat, unrendered","2022","t","270.59"
"Crops and livestock products","Iceland","Production","Shorn wool, greasy, including fleece-washed shorn wool","2022","t","755"
"Crops and livestock products","Iceland","Production","Tomatoes","2022","t","1461"
"Crops and livestock products","India","Production","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2022","t","1886507.99"
"Crops and livestock products","India","Production","Apples","2022","t","2589000"
"Crops and livestock products","India","Production","Apricots","2022","t","14873.57"
"Crops and livestock products","India","Production","Areca nuts","2022","t","1666000"
"Crops and livestock products","India","Production","Bananas","2022","t","34528000"
"Crops and livestock products","India","Production","Barley","2022","t","1371360"
"Crops and livestock products","India","Production","Beans, dry","2022","t","6610000"
"Crops and livestock products","India","Production","Beeswax","2022","t","24593.61"
"Crops and livestock products","India","Production","Buffalo fat, unrendered","2022","t","266931.82"
"Crops and livestock products","India","Production","Cabbages","2022","t","9825000"
"Crops and livestock products","India","Production","Cantaloupes and other melons","2022","t","1498000"
"Crops and livestock products","India","Production","Carrots and turnips","2022","t","0"
"Crops and livestock products","India","Production","Cashew nuts, in shell","2022","t","752000"
"Crops and livestock products","India","Production","Cassava, fresh","2022","t","6213000"
"Crops and livestock products","India","Production","Castor oil seeds","2022","t","1618760"
"Crops and livestock products","India","Production","Cattle fat, unrendered","2022","t","0"
"Crops and livestock products","India","Production","Cauliflowers and broccoli","2022","t","9566000"
"Crops and livestock products","India","Production","Cherries","2022","t","10934.45"
"Crops and livestock products","India","Production","Chick peas, dry","2022","t","13543630"
"Crops and livestock products","India","Production","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2022","t","1874000"
"Crops and livestock products","India","Production","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","t","74292.01"
"Crops and livestock products","India","Production","Cocoa beans","2022","t","28000"
"Crops and livestock products","India","Production","Coconuts, in shell","2022","t","13317000"
"Crops and livestock products","India","Production","Coffee, green","2022","t","338619.22"
"Crops and livestock products","India","Production","Coir, raw","2022","t","1227561.11"
"Crops and livestock products","India","Production","Cucumbers and gherkins","2022","t","183223.49"
"Crops and livestock products","India","Production","Edible offal of buffalo, fresh, chilled or frozen","2022","t","731590.91"
"Crops and livestock products","India","Production","Edible offal of cattle, fresh, chilled or frozen","2022","t","0"
"Crops and livestock products","India","Production","Edible offal of goat, fresh, chilled or frozen","2022","t","83092.79"
"Crops and livestock products","India","Production","Edible offal of pigs, fresh, chilled or frozen","2022","t","31809.8"
"Crops and livestock products","India","Production","Edible offal of sheep, fresh, chilled or frozen","2022","t","35308.95"
"Crops and livestock products","India","Production","Eggplants (aubergines)","2022","t","12765000"
"Crops and livestock products","India","Production","Fat of pigs","2022","t","22721.29"
"Crops and livestock products","India","Production","Figs","2022","t","14939.95"
"Crops and livestock products","India","Production","Ginger, raw","2022","t","2219000"
"Crops and livestock products","India","Production","Goat fat, unrendered","2022","t","22024.59"
"Crops and livestock products","India","Production","Grapes","2022","t","3401000"
"Crops and livestock products","India","Production","Green garlic","2022","t","3208000"
"Crops and livestock products","India","Production","Groundnuts, excluding shelled","2022","t","10134990"
"Crops and livestock products","India","Production","Hen eggs in shell, fresh","2022","t","6571248.65"
"Crops and livestock products","India","Production","Hen eggs in shell, fresh","2022","1000 No","119477248"
"Crops and livestock products","India","Production","Jute, raw or retted","2022","t","1757160"
"Crops and livestock products","India","Production","Kenaf, and other textile bast fibres, raw or retted","2022","t","101990.42"
"Crops and livestock products","India","Production","Lemons and limes","2022","t","3776000"
"Crops and livestock products","India","Production","Lentils, dry","2022","t","1268830"
"Crops and livestock products","India","Production","Lettuce and chicory","2022","t","1161251.37"
"Crops and livestock products","India","Production","Linseed","2022","t","126420"
"Crops and livestock products","India","Production","Maize (corn)","2022","t","33729540"
"Crops and livestock products","India","Production","Mangoes, guavas and mangosteens","2022","t","26299000"
"Crops and livestock products","India","Production","Meat of buffalo, fresh or chilled","2022","t","4350000"
"Crops and livestock products","India","Production","Meat of cattle with the bone, fresh or chilled","2022","t","0"
"Crops and livestock products","India","Production","Meat of chickens, fresh or chilled","2022","t","4906817.03"
"Crops and livestock products","India","Production","Meat of ducks, fresh or chilled","2022","t","43847.96"
"Crops and livestock products","India","Production","Meat of goat, fresh or chilled","2022","t","550614.85"
"Crops and livestock products","India","Production","Meat of pig with the bone, fresh or chilled","2022","t","318098"
"Crops and livestock products","India","Production","Meat of sheep, fresh or chilled","2022","t","280394.62"
"Crops and livestock products","India","Production","Millet","2022","t","11849190"
"Crops and livestock products","India","Production","Mushrooms and truffles","2022","t","280000"
"Crops and livestock products","India","Production","Natural honey","2022","t","74204.35"
"Crops and livestock products","India","Production","Natural rubber in primary forms","2022","t","843000"
"Crops and livestock products","India","Production","Nutmeg, mace, cardamoms, raw","2022","t","41000"
"Crops and livestock products","India","Production","Okra","2022","t","6873000"
"Crops and livestock products","India","Production","Onions and shallots, dry (excluding dehydrated)","2022","t","31687000"
"Crops and livestock products","India","Production","Oranges","2022","t","10198000"
"Crops and livestock products","India","Production","Other beans, green","2022","t","676478.23"
"Crops and livestock products","India","Production","Other berries and fruits of the genus vaccinium n.e.c.","2022","t","2243.75"
"Crops and livestock products","India","Production","Other citrus fruit, n.e.c.","2022","t","782000"
"Crops and livestock products","India","Production","Other fruits, n.e.c.","2022","t","11242233.71"
"Crops and livestock products","India","Production","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2022","t","194422.95"
"Crops and livestock products","India","Production","Other oil seeds, n.e.c.","2022","t","34000"
"Crops and livestock products","India","Production","Other pulses n.e.c.","2022","t","1021459.27"
"Crops and livestock products","India","Production","Other stimulant, spice and aromatic crops, n.e.c.","2022","t","1549558.99"
"Crops and livestock products","India","Production","Other stone fruits","2022","t","2361.93"
"Crops and livestock products","India","Production","Other tropical fruits, n.e.c.","2022","t","6422898.17"
"Crops and livestock products","India","Production","Other vegetables, fresh n.e.c.","2022","t","41945207.46"
"Crops and livestock products","India","Production","Papayas","2022","t","5341000"
"Crops and livestock products","India","Production","Peaches and nectarines","2022","t","0"
"Crops and livestock products","India","Production","Pears","2022","t","309000"
"Crops and livestock products","India","Production","Peas, dry","2022","t","1004402"
"Crops and livestock products","India","Production","Peas, green","2022","t","6182000"
"Crops and livestock products","India","Production","Pepper (Piper spp.), raw","2022","t","64204.7"
"Crops and livestock products","India","Production","Pigeon peas, dry","2022","t","4220190"
"Crops and livestock products","India","Production","Pineapples","2022","t","1851000"
"Crops and livestock products","India","Production","Plums and sloes","2022","t","0"
"Crops and livestock products","India","Production","Pomelos and grapefruits","2022","t","0"
"Crops and livestock products","India","Production","Poppy seed","2022","t","0"
"Crops and livestock products","India","Production","Potatoes","2022","t","56176000"
"Crops and livestock products","India","Production","Pumpkins, squash and gourds","2022","t","0"
"Crops and livestock products","India","Production","Rape or colza seed","2022","t","11963090"
"Crops and livestock products","India","Production","Raw hides and skins of buffaloes","2022","t","958977.27"
"Crops and livestock products","India","Production","Raw hides and skins of cattle","2022","t","0"
"Crops and livestock products","India","Production","Raw hides and skins of goats or kids","2022","t","100111.79"
"Crops and livestock products","India","Production","Raw hides and skins of sheep or lambs","2022","t","42578.44"
"Crops and livestock products","India","Production","Raw milk of buffalo","2022","t","99151311.67"
"Crops and livestock products","India","Production","Raw milk of camel","2022","t","8278.64"
"Crops and livestock products","India","Production","Raw milk of cattle","2022","t","108371300"
"Crops and livestock products","India","Production","Raw milk of goats","2022","t","6248338.34"
"Crops and livestock products","India","Production","Rice","2022","t","196245700"
"Crops and livestock products","India","Production","Safflower seed","2022","t","61270"
"Crops and livestock products","India","Production","Seed cotton, unginned","2022","t","14990000"
"Crops and livestock products","India","Production","Sesame seed","2022","t","788740"
"Crops and livestock products","India","Production","Sheep fat, unrendered","2022","t","11942.73"
"Crops and livestock products","India","Production","Shorn wool, greasy, including fleece-washed shorn wool","2022","t","36374.41"
"Crops and livestock products","India","Production","Silk-worm cocoons suitable for reeling","2022","t","260054.96"
"Crops and livestock products","India","Production","Sorghum","2022","t","4150570"
"Crops and livestock products","India","Production","Soya beans","2022","t","12986720"
"Crops and livestock products","India","Production","Sugar cane","2022","t","439424890"
"Crops and livestock products","India","Production","Sunflower seed","2022","t","250180"
"Crops and livestock products","India","Production","Sweet potatoes","2022","t","1184000"
"Crops and livestock products","India","Production","Tea leaves","2022","t","5969000"
"Crops and livestock products","India","Production","Tomatoes","2022","t","20694000"
"Crops and livestock products","India","Production","True hemp, raw or retted","2022","t","0"
"Crops and livestock products","India","Production","Unmanufactured tobacco","2022","t","772151.93"
"Crops and livestock products","India","Production","Walnuts, in shell","2022","t","0"
"Crops and livestock products","India","Production","Watermelons","2022","t","3308000"
"Crops and livestock products","India","Production","Wheat","2022","t","107742070"
"Crops and livestock products","Indonesia","Production","Abaca, manila hemp, raw","2022","t","554.46"
"Crops and livestock products","Indonesia","Production","Areca nuts","2022","t","82244"
"Crops and livestock products","Indonesia","Production","Avocados","2022","t","389000"
"Crops and livestock products","Indonesia","Production","Bananas","2022","t","9245427.05"
"Crops and livestock products","Indonesia","Production","Beans, dry","2022","t","98000"
"Crops and livestock products","Indonesia","Production","Buffalo fat, unrendered","2022","t","964.17"
"Crops and livestock products","Indonesia","Production","Cabbages","2022","t","1503797.64"
"Crops and livestock products","Indonesia","Production","Cantaloupes and other melons","2022","t","118695.81"
"Crops and livestock products","Indonesia","Production","Carrots and turnips","2022","t","737965.25"
"Crops and livestock products","Indonesia","Production","Cashew nuts, in shell","2022","t","163083"
"Crops and livestock products","Indonesia","Production","Cassava, fresh","2022","t","13574000"
"Crops and livestock products","Indonesia","Production","Castor oil seeds","2022","t","1415.23"
"Crops and livestock products","Indonesia","Production","Cattle fat, unrendered","2022","t","16963.38"
"Crops and livestock products","Indonesia","Production","Cauliflowers and broccoli","2022","t","192121.14"
"Crops and livestock products","Indonesia","Production","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","t","3020262.11"
"Crops and livestock products","Indonesia","Production","Cinnamon and cinnamon-tree flowers, raw","2022","t","51667"
"Crops and livestock products","Indonesia","Production","Cloves (whole stems), raw","2022","t","133955"
"Crops and livestock products","Indonesia","Production","Cocoa beans","2022","t","667296"
"Crops and livestock products","Indonesia","Production","Coconuts, in shell","2022","t","17190327.85"
"Crops and livestock products","Indonesia","Production","Coffee, green","2022","t","794762"
"Crops and livestock products","Indonesia","Production","Cucumbers and gherkins","2022","t","444056.71"
"Crops and livestock products","Indonesia","Production","Edible offal of buffalo, fresh, chilled or frozen","2022","t","4499.48"
"Crops and livestock products","Indonesia","Production","Edible offal of cattle, fresh, chilled or frozen","2022","t","76834.14"
"Crops and livestock products","Indonesia","Production","Edible offal of goat, fresh, chilled or frozen","2022","t","10970.85"
"Crops and livestock products","Indonesia","Production","Edible offal of pigs, fresh, chilled or frozen","2022","t","26604.75"
"Crops and livestock products","Indonesia","Production","Edible offal of sheep, fresh, chilled or frozen","2022","t","8255.64"
"Crops and livestock products","Indonesia","Production","Edible offals of horses and other equines,  fresh, chilled or frozen","2022","t","133.8"
"Crops and livestock products","Indonesia","Production","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2022","t","379000"
"Crops and livestock products","Indonesia","Production","Eggplants (aubergines)","2022","t","691738.37"
"Crops and livestock products","Indonesia","Production","Eggs from other birds in shell, fresh, n.e.c.","2022","t","380954"
"Crops and livestock products","Indonesia","Production","Eggs from other birds in shell, fresh, n.e.c.","2022","1000 No","6456847"
"Crops and livestock products","Indonesia","Production","Fat of pigs","2022","t","28903.93"
"Crops and livestock products","Indonesia","Production","Ginger, raw","2022","t","247455.49"
"Crops and livestock products","Indonesia","Production","Goat fat, unrendered","2022","t","3250.62"
